Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
India,IND,GNI (constant 2010 US$),NY.GNP.MKTP.KD,1.36E+11,1.41E+11,1.45E+11,1.54E+11,1.65E+11,1.61E+11,1.61E+11,1.73E+11,1.79E+11,1.91E+11,2.01E+11,2.04E+11,2.03E+11,2.10E+11,2.13E+11,2.32E+11,2.36E+11,2.54E+11,2.68E+11,2.55E+11,2.72E+11,2.88E+11,2.97E+11,3.18E+11,3.30E+11,3.48E+11,3.64E+11,3.78E+11,4.13E+11,4.37E+11,4.60E+11,4.64E+11,4.90E+11,5.14E+11,5.48E+11,5.91E+11,6.37E+11,6.63E+11,7.04E+11,7.67E+11,7.94E+11,8.34E+11,8.68E+11,9.35E+11,1.01E+12,1.10E+12,1.20E+12,1.33E+12,1.38E+12,1.49E+12,1.64E+12,1.75E+12,1.84E+12,1.96E+12,2.11E+12,2.27E+12,2.43E+12,
India,IND,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.90414047,14.77775002,17.64340973,17.49650002,,,12.92222977,11.55218983,11.53215027,11.78108978,,,10.82184029,11.74277973,13.67652035,14.06268024,14.09095955,,,,
India,IND,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,53.78457,,,,,,,,,,61.90028,,,,,,,,,,76.4257,,,,,81.13086,,,,,86.14488,,,,,,
Indonesia,IDN,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35E+11,7.79E+11,8.26E+11,8.71E+11,9.11E+11,9.56E+11,1.00E+12,
Indonesia,IDN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.863969803,6.146460056,7.496819973,7.71021986,,,,11.59389019,14.36905003,16.27817917,14.17029953,15.1487999,,14.94431019,13.67475033,19.30843925,16.65418053,18.00613022,18.09041977,17.60392952,17.67214012,20.51762962,,
Indonesia,IDN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,85.43709,,,,,,,,,,96.20756,,,,,,,,,,,,,,98.70546,,96.65104,,99.46011,99.47374,,98.778,,,99.68022,99.67007,99.66881,
"Iran, Islamic Rep.",IRN,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,2.57E+11,2.40E+11,1.88E+11,1.79E+11,2.19E+11,2.37E+11,2.21E+11,2.25E+11,2.04E+11,2.04E+11,1.90E+11,2.02E+11,2.26E+11,2.54E+11,2.63E+11,2.60E+11,2.53E+11,2.63E+11,2.74E+11,2.80E+11,2.88E+11,2.90E+11,3.09E+11,3.17E+11,3.43E+11,3.72E+11,3.87E+11,4.00E+11,4.21E+11,4.56E+11,4.57E+11,4.60E+11,4.87E+11,5.00E+11,4.66E+11,4.65E+11,4.84E+11,4.78E+11,5.42E+11,
"Iran, Islamic Rep.",IRN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3469696,20.63261986,23.71528053,,14.54695988,13.56692028,,,20.11292076,20.6338501,24.42416954,26.33352089,21.65295982,21.47405052,22.32196045,20.21824074,19.8744297,20.57942963,18.0235405,18.8043499,19.12669945,17.39562035,21.67391014,19.66485977,18.56875038,,
"Iran, Islamic Rep.",IRN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,56.45386,,,,,,,,,,75.2049,,,,,86.97426,,,,,93.0283,,,,,,,,,97.43153,96.64371,,97.87143,,,,98.0144,97.7773,97.93787,,,
Iraq,IRQ,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40E+11,,,,,,,
Iraq,IRQ,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.7968,,,,,,,,,,,,,52.31889,,,,
Ireland,IRL,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94369485978,1.02E+11,1.11E+11,1.20E+11,1.28E+11,1.41E+11,1.45E+11,1.51E+11,1.61E+11,1.74E+11,1.84E+11,1.97E+11,2.04E+11,1.96E+11,1.81E+11,1.85E+11,1.84E+11,1.86E+11,1.97E+11,2.15E+11,2.50E+11,,
Ireland,IRL,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,15.09778023,13.34449959,11.86301041,11.53022003,11.47189045,10.03540039,10.82664967,10.7667799,11.16668034,11.95689964,11.67063999,12.05881977,12.30206013,13.08267975,13.01350975,13.22066021,,12.3815403,12.1824398,13.38860989,12.59212971,12.43247032,12.75296021,13.54971027,13.56408978,13.43083954,13.13893032,13.02219963,13.05259991,9.284520149,12.64210987,13.81293011,13.45306015,,,,
Ireland,IRL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5981738257,,,,,,,
Isle of Man,IMN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,44243733111,49393915566,52177906687,55432818559,56597599742,56798261455,57635386440,60439888377,64357603614,64865819931,68796922544,69726731566,71946246989,70819736826,73392415067,77465847541,83764226341,86937395580,87827954342,94987904836,1.03E+11,1.11E+11,1.16E+11,1.24E+11,1.33E+11,1.39E+11,1.44E+11,1.50E+11,1.54E+11,1.63E+11,1.66E+11,1.68E+11,1.69E+11,1.78E+11,1.89E+11,2.00E+11,2.12E+11,2.15E+11,2.17E+11,2.29E+11,2.41E+11,2.43E+11,2.54E+11,2.66E+11,2.74E+11,2.84E+11,
Israel,ISR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9184103,12.93515968,12.79988003,12.89029026,12.84739017,12.70812988,13.09142017,13.08022976,13.2826004,13.14410973,13.50333023,13.77797985,13.97951031,14.35978031,14.2821703,,,
Israel,ISR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,98.56286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,9.55E+11,9.72E+11,1.01E+12,1.08E+12,1.13E+12,1.11E+12,1.19E+12,1.22E+12,1.26E+12,1.34E+12,1.38E+12,1.39E+12,1.39E+12,1.41E+12,1.45E+12,1.49E+12,1.53E+12,1.58E+12,1.65E+12,1.70E+12,1.73E+12,1.75E+12,1.76E+12,1.75E+12,1.79E+12,1.84E+12,1.87E+12,1.92E+12,1.95E+12,1.98E+12,2.05E+12,2.09E+12,2.09E+12,2.09E+12,2.13E+12,2.16E+12,2.21E+12,2.24E+12,2.19E+12,2.09E+12,2.12E+12,2.13E+12,2.07E+12,2.04E+12,2.04E+12,2.05E+12,2.09E+12,
Italy,ITA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.716790199,8.239609718,8.595170021,9.116140366,,9.238900185,9.549469948,9.448470116,9.825440407,9.505140305,9.640839577,9.388010025,9.013730049,9.527190208,8.801930428,9.205169678,8.867170334,8.723950386,8.432290077,,8.159770012,8.006159782,,,
Italy,ITA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,99.64338,,,,,,,,,,,,,,,,,,,,99.81213,,,,,,,,,,99.85964,,,,,,
Jamaica,JAM,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13362646888,13423394167,12655578018,12705196981,12998223657,13146019978,13088281748,13204501644,13192345119,13219850580,
Jamaica,JAM,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3537693,12.75156975,12.79800034,18.38850975,15.36104012,15.53602028,15.39999008,,,16.79660034,19.9911499,18.36392975,13.36233997,11.73301983,14.26937008,,17.17304993,19.11938095,17.55283928,16.10293961,18.58193016,18.80925941,20.57386017,21.79748917,20.05147934,,
Jamaica,JAM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.60341,,,,,,,,,,,,,,,,,,
Japan,JPN,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,1.92E+12,2.01E+12,2.18E+12,2.36E+12,2.33E+12,2.40E+12,2.50E+12,2.61E+12,2.75E+12,2.90E+12,2.98E+12,3.10E+12,3.21E+12,3.31E+12,3.46E+12,3.69E+12,3.79E+12,3.95E+12,4.24E+12,4.47E+12,4.72E+12,4.88E+12,4.92E+12,4.93E+12,4.97E+12,5.11E+12,5.28E+12,5.35E+12,5.28E+12,5.27E+12,5.43E+12,5.46E+12,5.46E+12,5.55E+12,5.69E+12,5.80E+12,5.91E+12,6.03E+12,5.93E+12,5.61E+12,5.85E+12,5.85E+12,5.93E+12,6.09E+12,6.12E+12,6.21E+12,6.04E+12,
Japan,JPN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,16.08353996,15.64062023,14.91423035,,,,18.16979027,17.99397087,17.84712029,,,,11.25006962,11.22338963,10.61631012,,,10.20680046,10.33425045,9.930410385,9.638970375,9.858110428,9.946370125,9.937840462,10.29181957,10.15116978,10.04298019,10.32734966,,9.457579613,9.709609985,9.480139732,9.578149796,9.286700249,,,
Japan,JPN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,JOR,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26210731549,,,,,,,
Jordan,JOR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,8.487429619,9.376239777,9.510000229,12.73340034,,,,,,,21.62755966,18.42140007,,14.1837101,,,,,,,,,,,,,,,,,,
Jordan,JOR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,90.50849,,,,,,,,,,,,,,,,,,,,,,,,99.13259,,98.97539,,98.94934,,,98.76235,99.14868,99.10572,,,,,
Kazakhstan,KAZ,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74598971232,64973978597,59491563303,59615203096,60362881736,59241410409,59716583658,62948608682,72836307519,81014338603,87725300762,94970658077,1.01E+11,1.08E+11,1.16E+11,1.15E+11,1.24E+11,1.29E+11,1.34E+11,1.42E+11,1.57E+11,1.64E+11,1.77E+11,,
Kazakhstan,KAZ,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.75948048,,10.26692009,10.22780037,13.26733971,11.94462013,13.64710999,13.04090023,,,,,,11.88720036,,
Kazakhstan,KAZ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.72572,,,,,,,,,,99.84513,,,,,,,,,,99.83451,99.89736,,,,,,,
Kenya,KEN,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,4881585027,4998905156,5715066495,5897551118,6381857574,6967642738,6667184692,8151859918,9519496297,9836691374,10323845268,10471856803,10553164474,11593027829,12428285737,13365400358,14187189415,14712196337,14837794412,15137275796,15393305897,16043423499,17204364102,18187501677,19247018982,20336991828,20946532685,21152164999,21028137734,20666354136,21456711714,22782033729,24106467151,24340271256,25230454952,25707974718,25949857613,26893347812,27093900965,27843075633,29330372679,31311165242,33260946547,35479669417,35685265300,36852041497,39852031724,42447883075,44103407255,46483399839,48813231250,51766786961,54850965309,
Kenya,KEN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,16.21096039,17.26215935,14.42051029,15.43511009,17.52399063,,19.31546974,16.95524979,,18.49591064,15.8273201,13.75730038,14.83568001,,,,,24.04598045,23.3970108,22.39570999,25.62821007,24.98008919,26.66814995,27.46933937,25.08139992,,,,20.55599022,19.25283051,19.9239006,19.13569069,17.08102989,16.46878052,,
Kenya,KEN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.52818,,,,,,,82.39047,,,,,,,86.52563,,,
Kiribati,KIR,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222744358.8,,,,,,,
Kiribati,KIR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.50751019,15.26541996,11.51613998,,,,,,,,,,,,,,,,
Kiribati,KIR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99964,,,,,,,,,
"Korea, Rep.",KOR,GNI (constant 2010 US$),NY.GNP.MKTP.KD,23823378633,25538757838,26496345139,28868570635,31652944089,34039957375,38358861046,42193757966,47620029077,54492442979,59509142197,65076320889,69366430677,79557745711,87296413483,93078232782,1.06E+11,1.19E+11,1.32E+11,1.43E+11,1.40E+11,1.49E+11,1.62E+11,1.83E+11,2.01E+11,2.15E+11,2.39E+11,2.72E+11,3.06E+11,3.29E+11,3.62E+11,4.00E+11,4.24E+11,4.53E+11,4.94E+11,5.41E+11,5.82E+11,6.15E+11,5.77E+11,6.44E+11,7.05E+11,7.37E+11,7.94E+11,8.17E+11,8.59E+11,8.88E+11,9.37E+11,9.89E+11,1.02E+12,1.03E+12,1.10E+12,1.14E+12,1.17E+12,1.20E+12,1.24E+12,1.27E+12,1.31E+12,
"Korea, Rep.",KOR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,XKX,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5112159252,5596541611,5688378848,5727809896,5918807947,6240162739,6458311855,6631638730,6698378608,6939933688,7159594339,
Kosovo,XKX,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,XKX,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24E+11,1.35E+11,1.47E+11,1.48E+11,1.51E+11,1.50E+11,1.55E+11,
Kuwait,KWT,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.397489548,,,,11.32546043,13.09107018,,,,18.01417923,15.25835991,,14.95361042,13.85410976,13.37001038,,,,,,,,,,,
Kuwait,KWT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,72.22216,,,,,78.97544,,,,,87.45606,,,,,,,,,,92.04306,,,,,,,,,,99.73336,98.51217,98.44723,98.64335,,98.89911,,98.78226,99.15375,,99.25909,,
Kyrgyz Republic,KGZ,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3776974976,3183341841,2515486539,2361876858,2534281285,2745862390,2784180612,2847039709,2989700954,3212618090,3223883708,3463237923,3658851092,3693654182,3878000460,4220647758,4473949949,4603769711,4489298355,4564010138,4918076020,5317546610,5604989709,5828818265,6039950939,
Kyrgyz Republic,KGZ,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.76004982,,13.69270039,11.38731956,11.61130047,13.72138977,15.14647007,15.93953037,16.24381065,16.46191978,18.4347496,20.32406998,20.17296028,18.13310051,15.68476009,18.17270088,18.19558907,17.77300072,16.11177063,,,
Kyrgyz Republic,KGZ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.69563,,,,,,,,,,99.75185,,,,,,,,
Lao PDR,LAO,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3464856411,3660808140,3883228313,4047729514,4356596406,4735556657,4968051035,5467239776,5823733988,6379312625,6675875807,7169142718,7813371374,8494888007,9229399241,9904132491,10581596274,
Lao PDR,LAO,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.266129971,9.117380142,16.20454979,,16.24382973,13.73157978,17.48047066,17.35745049,13.96300983,8.174079895,7.275949955,8.014670372,8.58465004,12.80755043,12.18988037,,,
Lao PDR,LAO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.13363,,,,,80.59856,78.45799,,,,83.93106,,,,,,72.05623,,,,,,
Latvia,LVA,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12867754988,13159244728,14351882910,15276195420,15427738968,16398310700,17531270909,18751950073,20201732496,21540384452,24094195807,26561526763,29041148721,28518953103,26482129118,24056056467,25266303666,26114577448,26914639552,27389750290,28107278666,28782648887,
Latvia,LVA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66432953,14.09593964,14.60147953,15.87751961,16.37018013,15.37675953,14.50181007,,13.91162968,14.06704998,14.76309967,13.02513981,11.80902958,12.74602985,17.7017498,18.70656967,13.96455002,,,
Latvia,LVA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.78441,,,,,,,,,,,99.75026,,,,,,,,,,,99.83543,,,,,,
Lebanon,LBN,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19726583669,21178425050,22013096617,21330006186,21838925496,21820703522,22262429531,22572917015,22289518150,19724732756,24581109376,26103130319,26974300243,30112156914,32769200882,35327673399,37910726628,38623421680,39678753081,40653626364,41273700175,41579133847,42154513852,
Lebanon,LBN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.80824995,10.44340038,5.916369915,8.106699944,,,,,7.421249866,7.056300163,,7.931230068,8.421310425,7.693190098,7.341040134,5.86977005,5.502999783,5.534289837,5.733809948,7.109159946,8.575519562,,,,
Lebanon,LBN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.71479,,99.24335,,,,,,,,
Lesotho,LSO,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2825528352,2962770765,2902837632,3023141288,3033527477,3118483713,3140021612,3158662460,3269610500,3404906434,
Lesotho,LSO,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,29.41077042,20.82331085,22.92170906,,,15.29199028,15.38955975,,,,23.02207947,18.58789063,20.50745964,,26.44453049,,23.55234909,19.20038033,23.84892082,24.36375999,32.10572815,27.64990044,32.40491867,28.23381042,,24.69754982,,,,,,,,,
Lesotho,LSO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9269,,,,,,,,,83.19441,,,,,86.6322,,,
Liberia,LBR,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861766003.2,774365878,751498435.6,471342433.8,726778104.9,766223603.5,812078204.6,931553187.6,987789661.3,1063172588,1113297000,1250656352,1273964828,1388175828,1402291251,1421848048,1401802931,
Liberia,LBR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.278419971,,,,8.101759911,,,,,
Liberia,LBR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,47.63379,,,,,,,,,,,,,,,,,,,,,,,49.07411,,,,,,,,,,
Libya,LBY,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74744237449,,,,,,,
Libya,LBY,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.138730049,,,,,,,,,,,,,,,,,,
Libya,LBY,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,89.3379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4285933455,,,,,,,
Liechtenstein,LIE,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31866577381,34540616664,36893882392,40203933474,41384919967,37203756952,36429070253,37931756291,39657776746,41226419226,43224388476,42715402053,43725687493,
Lithuania,LTU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.27873993,21.93460083,20.65736008,18.32267952,16.7170105,16.61293983,,,16.67028046,17.46509933,15.93097973,15.5721302,14.57956028,14.28964996,13.32594013,13.0529604,12.77760983,12.85881996,12.33635044,13.53596973,13.28802013,,,,
Lithuania,LTU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.67376,,,,,,,,,,,,99.70167,,,,,,,,,,99.8558,,,,,,
Luxembourg,LUX,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,9486881926,9724538674,10485035297,11169570515,11610846330,11539552695,12190219429,12467094512,12892205712,12833666222,12606358590,12192524122,13791383432,15151515355,15782353718,16498387423,17511718113,18311950721,19648449035,22041054694,23783852317,25827287287,26409297557,26677076513,26625784951,27648819670,27954413450,30318077441,31387831836,33179690508,36092841417,37818276992,35674026128,33927609949,38195798525,41173790958,40731713125,49224100000,46808855067,35614797773,38486384054,40737487788,40428476019,28721640150,29227111868,30783802948,32841177690,
Luxembourg,LUX,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.68914032,,,,,9.302109718,,,,,,,,,,,9.292699814,,9.629249573,,,
Luxembourg,LUX,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
