Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Australia,AUS,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.24973011,13.35091972,13.59171963,14.06530952,13.20401955,15.01692009,14.29701996,14.77005959,14.24612045,,,,13.36015987,,,,,13.58512974,13.17819977,13.03026962,12.59972,13.41501999,14.32759953,13.50201988,13.18365002,14.04586029,13.90009975,,,
Australia,AUS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,1.46E+11,1.53E+11,1.63E+11,1.71E+11,1.78E+11,1.77E+11,1.85E+11,1.94E+11,1.94E+11,2.04E+11,2.08E+11,2.08E+11,2.13E+11,2.19E+11,2.19E+11,2.25E+11,2.29E+11,2.32E+11,2.41E+11,2.51E+11,2.63E+11,2.70E+11,2.75E+11,2.77E+11,2.83E+11,2.90E+11,2.98E+11,3.03E+11,3.13E+11,3.21E+11,3.35E+11,3.37E+11,3.46E+11,3.49E+11,3.59E+11,3.67E+11,3.81E+11,3.93E+11,4.03E+11,3.84E+11,3.95E+11,4.04E+11,4.06E+11,4.07E+11,4.10E+11,4.10E+11,4.19E+11,
Austria,AUT,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.69995022,10.91506004,11.13986015,11.14898014,10.49812984,,9.960459709,9.235019684,,11.16872025,11.24664021,10.5094099,10.48087978,10.38341045,10.1264801,10.24812984,9.858980179,9.989089966,10.01484013,10.14745998,10.65725994,10.85356045,11.05856037,10.77493,10.9517498,10.48320961,,,
Austria,AUT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,AZE,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10674076178,9382000983,9374768204,10074163656,11076469263,11822231932,12543682378,13744964046,15135191828,16818638246,18042561250,21006649018,27330397260,32395161511,38805125887,46307463621,49734894730,48654148531,50811079903,54314336857,56907428213,,,
Azerbaijan,AZE,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.40279007,20.03853989,,14.21675014,17.88669014,18.49799919,18.77296066,11.3968401,11.52328968,13.33164024,13.12067986,8.184909821,9.178480148,8.552769661,9.571430206,8.748539925,7.346549988,5.63888979,6.395180225,7.375470161,,,
Azerbaijan,AZE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8861,,,,,,,,100,,99.9513,99.9506,99.9441,99.93675,99.95247,99.95699,99.94278,99.94048,
"Bahamas, The",BHS,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5812035334,5651705811,5404366911,5352315970,5292664186,5456288836,6632134532,7401760972,6085115983,6573485179,6960074778,7227541999,7406525190,7599702782,7551917226,7644685717,7795619176,7967285553,8073802491,8037232984,7634040729,7675112400,7739133928,7992886908,7904565177,7723300872,7515225697,7502617375,
"Bahamas, The",BHS,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9228096,,,,,,,,,,,,,,,,,
"Bahamas, The",BHS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,BHR,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20509817175,22336328976,23165470531,22271082494,23340132979,22879047340,23733496746,24998194374,24707403649,29222641874,,
Bahrain,BHR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.91866016,11.02672958,10.55867004,,,,8.948040009,8.24382019,7.940509796,7.66079998,,
Bahrain,BHR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,86.29309,,,,,,,,,,96.93811,,,,,,,,,,97.02471,,,,,,,,,98.1636,,,,,,,
Bangladesh,BGD,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,22290276716,24379196385,23352639010,24657724675,25237476415,27052315127,28388635853,28703560428,31240693643,31919300235,33527099722,35090918448,35907003269,37505456100,39059124488,39978389787,41088207230,43315857264,44882951881,47453007438,49836256442,51968411906,54586860576,56823945725,59516528994,62621027210,65661088005,69258719117,72617378269,76100775807,79739557396,84226766531,89818815771,96915548066,1.05E+11,1.12E+11,1.18E+11,1.25E+11,1.32E+11,1.42E+11,1.50E+11,1.57E+11,1.67E+11,1.77E+11,
Bangladesh,BGD,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,5.263599873,6.634029865,6.394110203,6.473259926,8.087619781,8.388629913,9.130049706,10.46842957,,,11.19102955,11.06210041,12.53666973,12.11384964,,,,15.19686985,,18.12978935,20.49041939,18.58477974,15.69379997,16.68162918,15.95312023,,17.33653069,18.15340042,17.81619072,14.02987003,,16.79397011,15.59323978,13.82281971,,,,
Bangladesh,BGD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,35.65325,,,,,,,,,,44.68083,,,,,,,,,,63.62273,,,,,,61.87281,,,,65.71463,,,,,92.24265,
Barbados,BRB,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4362050000,,,,,,,
Barbados,BRB,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.14667988,13.97805977,17.25794029,15.91701031,15.66594982,15.38792992,15.3954401,,15.21562958,13.42763042,13.84276009,15.56023979,,13.68957996,12.15404987,14.16473961,,,
Barbados,BRB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,99.75519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31715305476,31334721811,28326588517,26186538000,23066206721,20632215382,21242239812,23575620974,25546061904,26488126554,28018760583,29329922407,30875593608,33164561816,36950699941,40461049442,44252795927,47727588378,52305877683,51865224955,56126222222,58995670420,59724135790,59304860026,60712091666,57575516925,55881837812,
Belarus,BLR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.95341015,13.01992989,13.25642967,10.74849033,,8.450110435,12.86462975,14.03116035,13.18072033,12.27406979,12.40666962,11.19521046,,
Belarus,BLR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.76628,,,,,,,,,,99.79184,,,,,,,,,,99.82321,,,,,,,,
Belgium,BEL,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,1.96E+11,2.04E+11,2.15E+11,2.28E+11,2.38E+11,2.34E+11,2.47E+11,2.48E+11,2.55E+11,2.59E+11,2.71E+11,2.70E+11,2.71E+11,2.71E+11,2.79E+11,2.84E+11,2.89E+11,2.97E+11,3.11E+11,3.21E+11,3.31E+11,3.39E+11,3.44E+11,3.44E+11,3.57E+11,3.65E+11,3.71E+11,3.85E+11,3.93E+11,4.07E+11,4.22E+11,4.23E+11,4.30E+11,4.34E+11,4.47E+11,4.56E+11,4.68E+11,4.84E+11,4.93E+11,4.71E+11,4.99E+11,4.97E+11,5.05E+11,5.02E+11,5.04E+11,5.08E+11,,
Belgium,BEL,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,10.27050972,9.248330116,,,,8.605830193,8.180009842,8.162130356,,,,,10.17572975,10.2769804,5.826600075,5.894609928,,,,,11.87948036,12.01327991,11.6037302,11.86717033,11.21681976,12.0567503,12.12555981,12.51484013,11.84939003,12.02532005,11.72259998,,11.93352032,11.97239017,,,
Belgium,BEL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belize,BLZ,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,326407452.6,319735043,312433584.8,307096655.6,315348060.2,343114641.2,375270553.7,410984213.4,464103054.2,514057963,568252455.6,631822939,671532584.3,663655032.1,673136467.1,678940848.3,707527057.5,725041919.5,782288477.6,876963021.5,908839656.4,959545270.8,1033938298,1063804870,1102377664,1153154669,1136121403,1178462932,1239689576,1239592600,1322038892,1360620070,1380214320,1415564533,1495982623,,
Belize,BLZ,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.89414978,16.05443954,18.30537033,,16.15851021,16.82134056,,,,19.60071945,21.77002907,23.05208015,,,23.02396011,20.9155407,,,
Belize,BLZ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.64147,,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,BEN,GNI (constant 2010 US$),NY.GNP.MKTP.KD,1261379992,1301149710,1256552668,1316110334,1403787989,1478220622,1535036605,1549894355,1603939197,1644056810,1678524474,1649587927,1764327617,1840553285,1910814850,1805030960,1824902060,1915283341,1940596131,2069082969,2201497601,2419825825,2468049463,2342276164,2483600902,2694223083,2757708928,2720182462,2821564055,2712294463,2970804312,3109855174,3130552180,3381092960,3434558043,3648288034,3808090968,4054320031,4250203579,4483265732,4744784810,4994535144,5206142771,5381871268,5628892033,5752024265,5966035995,6308928319,6661160378,6794184851,6916757693,7163111997,7459598189,8000412747,8519968378,8726455086,9108461689,
Benin,BEN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.46174049,17.88518906,13.51319981,15.31058025,14.12907982,16.68252945,19.2139492,18.79039001,19.70960999,14.94869041,19.08857918,18.17561913,26.14396095,,25.02131081,22.34122086,22.22771072,17.4795208,,
Benin,BEN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,29.78674,,,,,,,,,,,,,39.87661,,,,,,,,,,45.30962,,,,42.3627,,,,,,52.49247,,,,,
Bermuda,BMU,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7163899000,,,,,,,
Bermuda,BMU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.03660011,11.11384964,12.10540009,,,,13.97043037,12.93424034,,,,7.796440125,9.018799782,,
Bermuda,BMU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688049780.7,744965020.9,812831227.6,868636274.2,919324895.3,993537124.5,1072722589,1253108432,1294653437,1362477960,1497491569,1603852481,1657934958,1711012885,1808897124,1888745663,2051105619,
Bhutan,BTN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.77200985,13.08500957,,,18.69831085,22.84906006,,,15.64472961,12.86166954,11.79650974,13.05737019,,15.63381958,17.03030968,25.52448082,,
Bhutan,BTN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.40521,,,,,,,87.31836,,,,,
Bolivia,BOL,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,6550246609,6932946483,7455971639,7878911971,8134247116,8708077374,9121430357,9491363510,9644261929,9571440120,9239703639,9897341628,8302169878,8257857861,7938465824,7688456554,7513513337,7848055092,8108963901,8452555150,8878393774,9399920788,9672144991,10071182515,10585573009,11061441503,11662873881,12208530375,12894290138,12891781298,13176345948,13409864507,13739607474,13940855274,14409426159,15115340282,15896820780,16582485401,17689148359,18179103453,18785524235,19638842116,20346863092,21698062267,23231478422,24891034395,26375629627,
Bolivia,BOL,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8884201,24.43960953,21.03771019,,18.42668915,19.27240944,18.67085075,18.46146011,18.71380997,19.94095993,,,21.16250038,,19.92380905,22.56084061,24.12779045,19.48311043,17.82895088,16.28363991,16.84210014,,,
Bolivia,BOL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,83.55198,,,,,,,,,,,,,,,,93.89611,,,,,,,,,97.32378,,,,,,99.44136,99.1225,99.38397,,99.00752,98.99588,,,99.39917,,
Bosnia and Herzegovina,BIH,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16194427591,17111466278,18194249873,17687259053,17456154534,17477554469,17330843327,17834005885,17944162691,18469350003,18936315585,
Bosnia and Herzegovina,BIH,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.01996,,,,,,,,,99.79393,,,,,,,,,,,99.46231,,99.66243,,,,
Botswana,BWA,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,1063530377,1176768463,1318122362,1507046225,1690131076,1814493746,2127362247,2369708673,2551262602,2631156586,2803828321,3053431713,3253425792,4097847401,4530343136,5165442664,5802458700,6030517961,6397242303,5901426461,6603181242,6681912572,7381052985,7843593807,7987935120,8038919021,8367241777,7930333265,8607107617,8729851851,9372587380,10235716367,11180564750,11957970148,11517219523,12237098092,13455694932,14199498280,15363837358,16057713955,15868654638,16527254306,
Botswana,BWA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,14.32691002,15.51869965,15.4298296,15.49168968,16.69395065,16.03128052,,16.51087952,,16.31501961,,,,,,,,,,,,,25.8235302,,26.50778961,,20.47739983,,,,,,,,
Botswana,BWA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.2583,,,,,,,,,,,,93.95744,,,,,,,,,,,,,,
Brazil,BRA,GNI (constant 2010 US$),NY.GNP.MKTP.KD,2.48E+11,2.73E+11,2.87E+11,2.90E+11,3.00E+11,3.09E+11,3.07E+11,3.26E+11,3.67E+11,4.05E+11,4.43E+11,4.95E+11,5.56E+11,6.31E+11,6.91E+11,7.22E+11,7.92E+11,8.27E+11,8.48E+11,9.02E+11,9.78E+11,9.27E+11,9.23E+11,8.84E+11,9.31E+11,1.01E+12,1.10E+12,1.15E+12,1.14E+12,1.30E+12,1.16E+12,1.19E+12,1.18E+12,1.23E+12,1.28E+12,1.34E+12,1.38E+12,1.42E+12,1.41E+12,1.40E+12,1.47E+12,1.49E+12,1.54E+12,1.56E+12,1.66E+12,1.71E+12,1.77E+12,1.88E+12,1.96E+12,1.96E+12,2.14E+12,2.24E+12,2.29E+12,2.38E+12,2.38E+12,2.28E+12,2.20E+12,
Brazil,BRA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.62985992,9.600270271,11.45215988,10.61093998,9.637000084,,10.39389992,11.25693035,12.42280006,13.21811962,14.08181953,14.72313976,14.56005001,15.26947975,15.5529604,15.97432041,,,,
Brazil,BRA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,83.91427,,,,,,,,,,,,,,,,,,,,94.18411,,,,96.84386,,97.5823,97.80063,97.84363,98.06554,97.51412,98.48692,98.61966,98.73668,98.84569,,,
British Virgin Islands,VGB,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9593609021,9895418335,10366299817,10397872754,10724927173,11205265273,11527788412,11358194866,11294758343,11639492116,11971150348,12299643564,12775897690,13146904070,13213206307,13264408434,13847739934,13920733887,13653065024,13415477624,13606894023,13759917578,13929719235,13859333024,13700863728,14279056113,14135248417,
Brunei Darussalam,BRN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,13.07098961,11.2389698,,,,,9.586009979,11.84342957,10.06579018,8.710269928,8.226819992,9.18062973,9.276000023,,,,,8.760890007,8.893429756,8.920740128,,,,,,,,,,5.291540146,9.182189941,9.727820396,,9.985910416,,,
Brunei Darussalam,BRN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,93.68101,,,,,,,,,,98.09567,,,,,,,,,,98.89379,,,,,,,,,,99.36677,,,,,,
Bulgaria,BGR,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,28041038224,29623028731,30382839066,31547415170,32712490530,33538807640,34836395021,36764659636,40452381449,38678104197,33318420975,30049329278,30369321205,29881730979,30363855380,30850575109,31221757263,31139933568,32510507499,30822898974,32019704460,34219263698,36931011248,38644804691,41003591410,43602204340,45324080052,46494023398,49653820280,49011235014,49555704616,49923473841,50899238170,50887463727,52268077031,53515803994,56637617508,
Bulgaria,BGR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.951020241,,,9.277739525,9.654319763,11.18025017,6.703000069,12.07252026,12.01047993,11.11392021,12.61225986,12.65674973,11.16341972,11.10004997,10.69091988,11.43980026,,,,
Bulgaria,BGR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.21248,,,,,,,,,,97.86505,,,,,,
Burkina Faso,BFA,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,1323674528,1337888425,1456083978,1501326735,1531964786,1539743526,1559661199,1593590631,1604144679,1731997220,1764653182,1922052927,1910513435,2022740797,2102552401,2126295489,2208405792,2419108564,2426462401,2390688768,2593298498,2802690286,2792785093,2950363866,3015564640,3004455989,3275039274,3280444751,3385745905,3425642416,3633609555,4062100793,4303260573,4617199360,4955429535,5003397591,5342187799,5590252509,6024929251,6293001682,6856180894,7309556690,7706062172,8267957680,8507964951,8744700440,9201502644,9983242301,10549979762,10771463634,11155903916,,
Burkina Faso,BFA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33823967,,,,,,19.94968033,,7.34017992,,,,,,,,,19.49419022,18.20170021,17.86381912,,,17.25081062,20.31364059,15.89538002,16.16527939,19.36811066,18.02906036,,
Burkina Faso,BFA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,14.37752,,,,,,,,,,,,,,,,20.18029,,,,,19.41415,,,,,,,31.22926,,32.96662,32.7306,39.25778,,,,,,,50.0963,,,
Burundi,BDI,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404316256,1476559126,1454787254,1484761085,1471946725,1533607957,1505778930,1567016409,1602289605,1704925231,1790069079,1883783436,1935168987,2014764469,2096707684,2189587633,2297743988,2406272640,2306031428,2282308772,
Burundi,BDI,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.86403084,18.12272072,,16.75643921,23.79244041,16.71360016,,,13.51863956,13.4373703,14.11250019,15.23766041,,12.95882988,13.87042046,,,12.61553955,16.30168915,16.58810043,14.97929955,16.42831993,17.24325943,,,,
Burundi,BDI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,30.97659,,,,,,,,,,,53.55521,,,,,,,,,,73.33006,,,,,,,,61.73879,,,,,,79.55961,,,
Cabo Verde,CPV,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525922640,1618403917,1598572541,1591147122,1663393213,1675166486,1702022274,,,,
Cabo Verde,CPV,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.25592041,16.76194,,,19.76622963,,20.8404808,,17.54058075,18.32875061,18.6230793,16.16892052,14.39624023,15.15328026,,14.97774029,,,,
Cabo Verde,CPV,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.1679,,,,,,,,,,,,,,,,,,,,,,98.12897,,,98.11131,,
Cambodia,KHM,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3605991251,3773950725,4039657615,4217523971,4672683722,5052824963,5449591879,5754065720,6281681425,6917019789,7789370984,8646499048,9586721038,10140539604,10152612523,10727606651,11477752123,12237546861,13046224068,13963844802,14874686977,15903420894,
Cambodia,KHM,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.392000198,,11.07901001,11.38078976,10.13757038,,12.40431023,,,11.1035099,,8.386630058,7.707099915,7.684470177,7.535759926,9.912719727,9.093529701,,,
Cambodia,KHM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.31821,,,,,,83.38286,,,,87.47138,87.13246,,,,,,,,
Cameroon,CMR,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,4425338873,4778940402,5139570795,5369078941,5703276449,5954331120,5886804697,6552400932,7478099413,7050003855,7006896651,10086114031,11018607510,9630710786,12167126349,13468124346,14487419685,15951700761,17304385126,18780284241,18383101704,17096845877,16549564896,15192864021,14310532969,14009236681,12960750241,13157796120,13591768490,14176131043,14896828372,15762024688,16475813523,16723011560,17308513155,18211037942,19507843251,21091382159,21424184419,22487158593,23365949519,24345234377,25169391102,25879823790,26938845852,28017197965,29410702599,31494989218,33082565130,34352568393,
Cameroon,CMR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.68369961,15.73394012,,21.44202042,20.84712029,21.37760925,20.31265068,21.56822014,15.58864021,19.77979088,18.75388908,14.8677702,15.17621994,13.82495022,,,,
Cameroon,CMR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,68.81703,,,,,,,,,,,,,,,,,,,,,,,,83.09829,,,,,,,83.13557,,,80.57444,,,,,,,
Canada,CAN,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,5.18E+11,5.39E+11,5.69E+11,6.08E+11,6.30E+11,6.41E+11,6.73E+11,6.94E+11,7.19E+11,7.44E+11,7.60E+11,7.82E+11,7.56E+11,7.80E+11,8.25E+11,8.64E+11,8.80E+11,9.19E+11,9.58E+11,9.78E+11,9.78E+11,9.61E+11,9.67E+11,9.94E+11,1.04E+12,1.07E+12,1.08E+12,1.13E+12,1.18E+12,1.24E+12,1.31E+12,1.33E+12,1.37E+12,1.40E+12,1.45E+12,1.49E+12,1.54E+12,1.57E+12,1.59E+12,1.54E+12,1.58E+12,1.63E+12,1.66E+12,1.71E+12,1.75E+12,1.77E+12,1.80E+12,
Canada,CAN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,15.57890034,15.53180981,14.77497005,14.09080029,13.2368803,12.68319988,13.45582962,13.53853989,13.56976986,13.19062042,14.26379967,13.11614037,14.62347984,12.93443012,12.86363029,,,12.63957977,12.74188042,12.98260021,12.21224022,12.14789963,,,12.17807007,,12.32855988,12.00996017,12.48363972,12.33596039,12.21914005,,,,,,
Canada,CAN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
